timestamp,battery_temp,device_model,context,battery_pct,is_charging,cpu_load,anomaly_severity
2025-01-01 00:00:00,34.98800216380366,Pixel_6,idle,63.935335618604014,False,idle,
2025-01-01 00:01:00,35.18607669916973,Pixel_6,idle,98.14194352592774,False,idle,
2025-01-01 00:02:00,35.073500495872864,Pixel_6,idle,72.35135062467,False,idle,
2025-01-01 00:03:00,35.164295635925356,Pixel_6,idle,95.07827000664439,False,idle,
2025-01-01 00:04:00,35.54656648851219,Pixel_6,idle,85.74711675640818,False,idle,
2025-01-01 00:05:00,35.229938219189044,Pixel_6,idle,68.13429719383566,False,idle,
2025-01-01 00:06:00,34.963861228846646,Pixel_6,idle,98.80507079374955,False,idle,
2025-01-01 00:07:00,35.290908079996186,Pixel_6,idle,86.51855604883717,False,idle,
2025-01-01 00:08:00,35.2987188081471,Pixel_6,idle,94.41999745263229,False,idle,
2025-01-01 00:09:00,35.21518263245697,Pixel_6,idle,82.21489123316519,False,idle,
2025-01-01 00:10:00,35.33043378432015,Pixel_6,idle,78.94310178680661,False,idle,
2025-01-01 00:11:00,35.24607516720561,Pixel_6,idle,88.80628497811091,False,idle,
2025-01-01 00:12:00,35.47316348029341,Pixel_6,idle,97.12029486180087,False,idle,
2025-01-01 00:13:00,35.22402847287174,Pixel_6,idle,64.1814288681301,False,idle,
2025-01-01 00:14:00,35.34412373291967,Pixel_6,idle,91.5793256051181,False,idle,
2025-01-01 00:15:00,35.099529257812854,Pixel_6,idle,84.51802321058219,False,idle,
2025-01-01 00:16:00,35.45824402786761,Pixel_6,idle,55.04455516868546,False,idle,
2025-01-01 00:17:00,35.03243395312097,Pixel_6,idle,80.66428636943377,False,idle,
2025-01-01 00:18:00,34.91271256490088,Pixel_6,idle,46.260876008880686,False,idle,
2025-01-01 00:19:00,35.16638923384699,Pixel_6,idle,54.00695770221466,False,idle,
2025-01-01 00:20:00,35.55796914264549,Pixel_6,idle,46.96366543645755,False,idle,
2025-01-01 00:21:00,35.593034884413875,Pixel_6,idle,79.31439290359155,False,idle,
2025-01-01 00:22:00,35.19141575844084,Pixel_6,idle,87.8471699246299,False,idle,
2025-01-01 00:23:00,35.09929583682492,Pixel_6,idle,92.74001873760852,False,idle,
2025-01-01 00:24:00,35.43151947076,Pixel_6,idle,68.81666703752448,False,idle,
2025-01-01 00:25:00,35.37620287524549,Pixel_6,idle,65.0954089233588,False,idle,
2025-01-01 00:26:00,35.50098423941158,Pixel_6,idle,87.89484975814912,False,idle,
2025-01-01 00:27:00,35.67009991104809,Pixel_6,idle,88.27726533521317,False,idle,
2025-01-01 00:28:00,35.09826148103932,Pixel_6,idle,53.251034547052996,False,idle,
2025-01-01 00:29:00,35.39574964143785,Pixel_6,idle,50.430401085484924,False,idle,
2025-01-01 00:00:00,35.21158464578907,Pixel_6,idle,86.60338166001588,False,idle,
2025-01-01 00:01:00,35.50385337833454,Pixel_6,idle,53.651278375210154,False,idle,
2025-01-01 00:02:00,35.2225390553339,Pixel_6,idle,47.333670221706804,False,idle,
2025-01-01 00:03:00,35.35022261557349,Pixel_6,idle,89.14933693272421,False,idle,
2025-01-01 00:04:00,35.652659978579635,Pixel_6,idle,48.536822377110695,False,idle,
2025-01-01 00:05:00,35.16634008686769,Pixel_6,idle,81.77409983567763,False,idle,
2025-01-01 00:06:00,34.957894808701006,Pixel_6,idle,62.05748105167252,False,idle,
2025-01-01 00:07:00,35.5340464866667,Pixel_6,idle,66.26743105454239,False,idle,
2025-01-01 00:08:00,35.64620302770976,Pixel_6,idle,74.08382541401053,False,idle,
2025-01-01 00:09:00,34.93948586765159,Pixel_6,idle,86.76772493589516,False,idle,
2025-01-01 00:10:00,34.88672354423772,Pixel_6,idle,73.16395891690883,False,idle,
2025-01-01 00:11:00,35.09122371808027,Pixel_6,idle,79.964431774926,False,idle,
2025-01-01 00:12:00,35.5387369998685,Pixel_6,idle,87.62496379581046,False,idle,
2025-01-01 00:13:00,35.01147679642072,Pixel_6,idle,82.60386870315793,False,idle,
2025-01-01 00:14:00,35.076946426814324,Pixel_6,idle,68.47550667454524,False,idle,
2025-01-01 00:15:00,35.26443576240656,Pixel_6,idle,63.84570499885635,False,idle,
2025-01-01 00:16:00,35.285260016276986,Pixel_6,idle,84.23710829475235,False,idle,
2025-01-01 00:17:00,35.68168361191602,Pixel_6,idle,95.31108876279666,False,idle,
2025-01-01 00:18:00,35.191248370110955,Pixel_6,idle,49.72033716299862,False,idle,
2025-01-01 00:19:00,35.02959493040115,Pixel_6,idle,51.111323729272726,False,idle,
2025-01-01 00:20:00,35.38053402770896,Pixel_6,idle,76.32098210111394,False,idle,
2025-01-01 00:21:00,34.91412338842335,Pixel_6,idle,60.87299382950171,False,idle,
2025-01-01 00:22:00,35.381605187586835,Pixel_6,idle,48.942643212189395,False,idle,
2025-01-01 00:23:00,35.20339218971559,Pixel_6,idle,79.75143319845051,False,idle,
2025-01-01 00:24:00,35.175961489104644,Pixel_6,idle,56.44713799900558,False,idle,
2025-01-01 00:25:00,35.1551414862644,Pixel_6,idle,91.55320671111858,False,idle,
2025-01-01 00:26:00,35.18346473588059,Pixel_6,idle,67.95464727174641,False,idle,
2025-01-01 00:27:00,34.85276091240148,Pixel_6,idle,84.70717781753874,False,idle,
2025-01-01 00:28:00,35.20967426243802,Pixel_6,idle,59.00990736264238,False,idle,
2025-01-01 00:29:00,34.72127882033791,Pixel_6,idle,94.36521746652669,False,idle,
2025-01-01 00:00:00,35.47911758299086,Pixel_6,idle,84.95345446925388,False,idle,
2025-01-01 00:01:00,34.7,Pixel_6,idle,42.770350073183934,False,idle,
2025-01-01 00:02:00,35.17085430173445,Pixel_6,idle,42.72018450144922,False,idle,
2025-01-01 00:03:00,34.74386067580256,Pixel_6,idle,70.31200309268239,False,idle,
2025-01-01 00:04:00,35.03293396321712,Pixel_6,idle,90.70662077811315,False,idle,
2025-01-01 00:05:00,35.18743354870171,Pixel_6,idle,70.01530211798638,False,idle,
2025-01-01 00:06:00,35.47098059391774,Pixel_6,idle,53.7560375469352,False,idle,
2025-01-01 00:07:00,35.486933886241175,Pixel_6,idle,80.78440012715129,False,idle,
2025-01-01 00:08:00,34.998205759184756,Pixel_6,idle,83.08432357362314,False,idle,
2025-01-01 00:09:00,35.237565270614866,Pixel_6,idle,60.69855430054406,False,idle,
2025-01-01 00:10:00,35.69641935368826,Pixel_6,idle,59.955505888233944,False,idle,
2025-01-01 00:11:00,35.7,Pixel_6,idle,59.5508400823019,False,idle,
2025-01-01 00:12:00,34.80380135848717,Pixel_6,idle,63.18451020918866,False,idle,
2025-01-01 00:13:00,35.378237231183256,Pixel_6,idle,70.77337550768111,False,idle,
2025-01-01 00:14:00,35.42626318968576,Pixel_6,idle,96.86237489306876,False,idle,
2025-01-01 00:15:00,35.17608773275129,Pixel_6,idle,47.29420200221608,False,idle,
2025-01-01 00:16:00,35.05702411056512,Pixel_6,idle,42.43457626099711,False,idle,
2025-01-01 00:17:00,35.12633428587005,Pixel_6,idle,76.15025851299525,False,idle,
2025-01-01 00:18:00,35.015958569773524,Pixel_6,idle,65.44227283648164,False,idle,
2025-01-01 00:19:00,35.03497701718945,Pixel_6,idle,83.65767679684691,False,idle,
2025-01-01 00:20:00,34.961692157978824,Pixel_6,idle,91.734460421257,False,idle,
2025-01-01 00:21:00,35.32268134181911,Pixel_6,idle,52.86848746048934,False,idle,
2025-01-01 00:22:00,35.398856005525104,Pixel_6,idle,40.038393354603755,False,idle,
